patient_id,radio_dim_0,radio_dim_1,radio_dim_2,radio_dim_3,radio_dim_4,radio_dim_5,radio_dim_6,radio_dim_7,radio_dim_8,radio_dim_9,radio_dim_10,radio_dim_11,radio_dim_12,radio_dim_13,radio_dim_14,radio_dim_15,radio_dim_16,radio_dim_17,radio_dim_18,radio_dim_19,radio_dim_20,radio_dim_21,radio_dim_22,radio_dim_23,radio_dim_24,radio_dim_25,radio_dim_26,radio_dim_27,radio_dim_28,radio_dim_29,radio_dim_30,radio_dim_31,radio_dim_32,radio_dim_33,radio_dim_34,radio_dim_35,radio_dim_36,radio_dim_37,radio_dim_38,radio_dim_39,radio_dim_40,radio_dim_41,radio_dim_42,radio_dim_43,radio_dim_44,radio_dim_45,radio_dim_46,radio_dim_47,radio_dim_48,radio_dim_49,radio_dim_50,radio_dim_51,radio_dim_52,radio_dim_53,radio_dim_54,radio_dim_55,radio_dim_56,radio_dim_57,radio_dim_58,radio_dim_59,radio_dim_60,radio_dim_61,radio_dim_62,radio_dim_63,radio_dim_64,radio_dim_65,radio_dim_66,radio_dim_67,radio_dim_68,radio_dim_69,radio_dim_70,radio_dim_71,radio_dim_72,radio_dim_73,radio_dim_74,radio_dim_75,radio_dim_76,radio_dim_77,radio_dim_78,radio_dim_79,radio_dim_80,radio_dim_81,radio_dim_82,radio_dim_83,radio_dim_84,radio_dim_85,radio_dim_86,radio_dim_87,radio_dim_88,radio_dim_89,radio_dim_90,radio_dim_91,radio_dim_92,radio_dim_93,radio_dim_94,radio_dim_95,radio_dim_96,radio_dim_97,radio_dim_98,radio_dim_99,radio_dim_100,radio_dim_101,radio_dim_102,radio_dim_103,radio_dim_104,radio_dim_105,radio_dim_106,radio_dim_107,radio_dim_108,radio_dim_109,radio_dim_110,radio_dim_111,radio_dim_112,radio_dim_113,radio_dim_114,radio_dim_115,radio_dim_116,radio_dim_117,radio_dim_118,radio_dim_119,radio_dim_120,radio_dim_121,radio_dim_122,radio_dim_123,radio_dim_124,radio_dim_125,radio_dim_126,radio_dim_127
LUNG1-118,-0.104798436,-0.0052395687,0.01860451,0.05026488,0.13761123,-0.04794437,-0.003340453,-0.116193056,-0.027526755,0.089915104,0.04338335,0.02388686,-0.18288931,-0.0382855,-0.17230044,0.058922406,0.0015172502,-0.03754919,0.07238991,-0.100771636,-0.050884254,0.01967705,0.18139538,0.0025250688,0.09013071,0.035076566,-0.018416485,-0.18271104,-0.036368016,0.16472866,0.10283926,-0.13047433,0.111512735,0.1604188,0.01363929,-0.013651207,-0.08616389,0.013731284,0.070333466,-0.0019585136,-0.11073093,-0.06323502,0.013549041,0.13071632,0.014962539,-0.14675039,-0.013708843,0.13276851,-0.14676589,0.12118079,-0.033818237,0.027111076,0.1669049,-0.04312226,-0.058606647,0.033326365,0.21372402,0.12379726,-0.015200939,9.839237e-05,-0.060536556,-0.005567804,-0.048326664,-0.10219544,0.01478141,0.045232892,0.07517093,0.17629153,-0.14346467,0.089552745,-0.15518242,0.26568595,0.018660132,0.09130745,0.12478877,0.026478022,0.10816626,0.04843421,0.14122465,0.02695337,0.060896054,0.20928894,-0.022482906,0.08397062,0.08863631,-0.18456283,-0.031132448,-0.084849216,0.16347635,-0.3340782,0.11664364,-0.080513604,0.12114172,-0.08449933,0.060183346,-0.07014449,0.04186504,0.025631022,0.13452503,0.1075187,0.0590972,-0.10936707,-0.104769446,0.06809529,0.108228244,-0.08267141,0.045382656,-0.08328149,-0.14391962,0.14205617,-0.07743175,-0.016838834,0.10350973,0.1100544,0.098294795,-0.07688373,-0.012803173,0.1436866,-0.08155086,0.16537303,-0.07133212,-0.005906813,-0.03959996,-0.13428617,-0.16256285,0.026228234,0.1012502,-0.09997935
LUNG1-119,0.19971466,0.32987338,-0.3500521,-0.11855527,0.24283028,-0.29511222,-0.0902757,-0.20205624,-0.07935841,0.29415315,0.09485367,-0.07812479,0.09653905,0.020817904,-0.09675192,-0.18589947,0.20289719,-0.097094625,0.20788881,0.049145952,-0.20924857,0.2944089,0.21494994,0.19807348,0.11779233,0.056822315,-0.35018066,-0.19162145,-0.06517548,0.05198073,-0.30245227,-0.06816142,0.24332047,0.16944303,-0.15238824,0.038471486,0.07485907,0.044340156,0.21649313,-0.17918071,-0.052810956,0.19730419,0.017173428,0.2588081,0.029893424,-0.026854396,-0.042499706,0.10978069,0.018658325,-0.058877684,-0.0029828325,-0.038202055,0.092414916,-0.02406546,-0.24776475,0.106159076,0.2213473,0.024797909,0.09008022,-0.06035932,-0.15004,0.077997565,-0.20435809,0.0891517,0.28081653,-0.08338794,0.076080166,0.5656209,-0.20205165,0.1349635,-0.21677163,0.20086074,0.28508306,0.1182177,0.1532458,-0.19039723,-0.10527526,0.08772313,-0.052886933,0.12992628,-0.09057354,0.15705712,0.15694149,-0.08387605,0.15846792,-0.2329465,-0.41069055,-0.060494274,0.04553576,-0.047533233,0.017005771,-0.17582604,-0.061126165,0.098148,-0.09608324,-0.040866133,0.011951635,0.046764255,0.07892938,0.12773691,-0.050872043,-0.164058,0.016685978,0.019199774,0.059181094,-0.059871934,0.0018038563,-0.012989808,-0.20559981,-0.026998416,-0.11407166,-0.026054457,0.013406251,0.2853581,-0.08877768,-0.45987898,-0.026664529,-0.13380909,0.15066622,0.05675883,-0.02361966,-0.043512598,-0.12772928,0.07989374,0.11925546,-0.0369007,0.078096,-0.14050826
LUNG1-120,0.12359502,0.0235705,-0.08966005,-0.021840021,0.19917683,-0.18051058,0.022622515,-0.16888185,0.12262809,0.21447131,0.16042924,-0.061635427,-0.30725852,-0.021945447,-0.0728037,-0.122560345,-0.07949048,-0.08801571,0.1629613,0.036984242,-0.02527793,0.24926591,0.17849094,0.11457315,0.15482607,0.16843021,-0.0068350546,-0.111939274,-0.100515515,0.12458592,-0.07579001,-0.077638075,0.08090663,0.050175704,-0.046692602,-0.039834253,0.04200607,0.040791996,-0.035043582,0.1277546,-0.21182856,-0.10025895,0.044239655,0.077683754,0.031126548,-0.16837217,-0.018402155,0.23651487,-0.0538417,0.1570073,0.040135585,-0.05591856,0.10274376,-0.19021223,-0.024968963,0.07448022,0.16010699,0.036420822,-0.0013072342,0.040300943,0.03533311,-0.15243754,0.0059895595,-0.0066041313,0.14992023,0.03691155,0.044367243,0.104653426,-0.07478015,0.186869,-0.10950987,0.16185687,0.105427295,0.13984999,0.006181199,-0.07497218,0.06431784,-0.042661957,0.11415359,-0.13798171,0.029826919,0.20709446,0.084852695,0.08864112,0.1454258,-0.2849869,-0.05689743,-0.016416715,0.09403832,-0.2387445,0.15952536,0.10650792,0.092878506,-0.09335823,0.08317231,-0.0837619,-0.16770321,-0.07494566,0.09414198,0.11499768,-0.0048615467,-0.091447696,-0.05748459,0.1693596,0.19804054,-0.08308576,0.12145439,-0.022711165,-0.2724418,0.08381342,-0.04991422,-0.045403093,0.15892145,0.23832718,0.009023697,-0.119975924,-0.075427115,-0.032970883,-0.03550951,0.13489524,-0.027228482,0.106769174,-0.10217385,0.085815705,-0.025209557,-0.034564078,0.15177296,-0.06341211
LUNG1-121,0.116725005,0.26261362,-0.24432515,-0.20381474,0.2009163,-0.1669002,-0.274631,-0.36747563,-0.064014785,0.2868163,-0.047562413,0.045564577,-0.1951823,-0.039897397,-0.08608839,-0.09471564,0.098886214,-0.049483277,0.16585821,-0.11768004,-0.11986025,0.26515526,0.27227253,0.027882457,0.0026401803,0.05822803,-0.3529529,-0.28143317,-0.017549083,0.036197644,-0.24799512,-0.028395053,0.20898879,0.2416524,-0.20384197,-0.28468806,0.012770515,-0.04280649,0.24457088,-0.14515027,-0.09246799,0.14402544,-0.10421025,0.095616415,0.016807076,-0.17563508,-0.002571417,0.041697685,0.0458382,0.0372059,-0.009407833,-0.06727216,0.17452917,0.041294523,-0.14032547,0.11526275,0.288925,0.04455336,0.071200535,0.07050397,-0.2597831,0.054100543,-0.21287434,-0.0056439005,0.07108735,0.023018105,0.05013683,0.4473272,-0.17077155,0.23229775,-0.15608495,0.27039763,0.26683784,0.052164294,0.19792056,-0.20392522,-0.16852817,0.08708057,-0.032792646,0.12743035,-0.16504589,0.12805483,-0.055195644,0.055151127,0.24583039,-0.22888474,-0.22358014,0.005982468,-0.06773365,0.03222403,0.055523165,-0.096351504,-0.13067266,-0.13125001,-0.18391886,0.044644468,0.20985857,-0.022594031,0.11604812,0.18702698,-0.0059194462,-0.14372717,0.04117984,-0.0438132,0.13631773,-0.016082965,0.05648757,-0.09693514,-0.067050084,0.123090364,-0.2707703,-0.039527047,-0.041889288,0.3178028,-0.18080366,-0.29304284,-0.08875553,-0.12718928,0.20079386,0.011819668,0.1570974,-0.0954613,0.121796235,-0.017549537,-0.009504765,-0.037816472,0.05405107,-0.1357275
LUNG1-122,-0.08102427,0.0036297552,0.021387916,0.032287423,0.10786332,-0.00886102,-0.051938467,-0.21786425,0.016254839,0.18258837,0.08876711,0.020298414,-0.29419947,-0.054357618,-0.16448505,0.05476706,-0.06303797,-0.06659553,0.14300781,-0.09544531,-0.028101608,0.06959084,0.13288012,0.058351636,0.05477837,0.07938317,-0.035298437,-0.17146352,-0.04500425,0.14677402,0.017605737,-0.14912505,0.12471788,0.16099213,-0.017808646,-0.10168979,-0.021796321,-0.060066573,0.0568067,0.022673475,-0.12045991,-0.07424163,-0.0668819,0.09893767,0.037900336,-0.10646635,-0.04939103,0.20169002,-0.1500245,0.14312366,-0.025708914,-0.026673779,0.14919181,-0.04296772,-0.018843127,-0.0012351051,0.15300691,0.09841601,0.013141599,0.029260766,-0.0482778,-0.0013589375,-0.022129769,-0.1070797,0.06492649,0.022661217,0.04781787,0.17068025,-0.1822074,0.16602635,-0.116889924,0.26363155,0.014197491,0.09065381,0.043261092,-0.012118876,0.02798104,-0.081302874,0.18743825,0.037214883,0.017827153,0.16701375,-0.032756235,0.02822721,0.17130366,-0.22508238,-0.05064214,-0.021882083,0.16279091,-0.33711419,0.124336794,-0.02006971,0.046206713,-0.14111833,0.06342825,-0.06351334,0.043026775,-0.033941552,0.13133691,0.12830064,0.07305883,-0.04895623,-0.11707667,0.085222624,0.20724222,-0.08293836,0.011337385,-0.056470357,-0.18481883,0.18508483,-0.067934416,-0.004466813,0.09665735,0.117276475,0.07762287,-0.0458164,-0.030375367,0.15287827,-0.102392286,0.1864939,-0.041768424,0.04600463,-0.013352897,-0.09300339,-0.09030339,0.035379525,0.108637586,-0.14988339
LUNG1-123,0.19158009,-0.025698982,-0.32836536,-0.1434407,0.2253603,-0.15675397,-0.26357567,-0.3188551,0.034549594,0.36641678,0.09953004,0.22389199,-0.24775228,-0.048572004,-0.078680515,0.008932053,-0.09220639,-0.18225643,-0.053151697,-0.15784305,-0.03073172,0.3647242,0.44931036,0.09319972,-0.01230441,0.12631242,-0.3157042,-0.40888405,-0.0011480153,0.23547913,0.0075811315,-0.0029539391,0.30850732,0.0411811,-0.06936656,-0.11857972,0.07955493,-0.06374134,0.10643542,0.17426702,-0.2365953,0.10102,0.0673762,0.09565165,0.13551956,-0.39703652,-0.021812193,0.33357543,-0.12825647,0.09259262,-0.09610667,-0.0779764,0.15853682,0.023513548,-0.037207544,0.050086156,0.14055651,0.13039207,0.2334384,0.006543979,-0.25285545,0.0009271391,-0.08524263,-0.023096293,0.18558419,0.0330469,0.09130076,0.39380872,-0.22452323,0.5179119,-0.22845829,0.36170885,0.17674404,0.23082688,0.32498682,-0.17303222,-0.2046387,-0.042867947,0.08086258,0.08490546,-0.12551457,0.3135373,0.12226568,0.0653815,0.20904058,-0.39624655,0.018447153,-0.058997143,-0.08419656,-0.5514044,0.08616331,-0.12551185,-0.080562554,0.017446436,-0.07994449,-0.1720343,0.10225804,0.032473203,0.01533184,0.2299248,0.013988955,-0.2892319,-0.2199845,-0.14932975,0.28364128,-0.23037851,-0.1245461,0.021635372,-0.10763866,0.18217869,-0.15149376,0.11023007,0.0364343,0.3525558,-0.013158631,-0.2851774,0.15172268,-0.000784941,0.16956908,0.006150216,0.07001169,0.28072965,0.06533812,-0.11716084,-0.06534415,-0.03551016,0.19283223,-0.17390224
LUNG1-124,0.0040768925,0.0667428,-0.1305214,-0.04208178,0.07967785,-0.017443318,-0.12693527,-0.22852829,-0.025219426,0.13234946,-0.0026568659,-0.030373368,-0.17400338,-0.03431668,-0.08486543,0.015686274,0.056891657,-0.09465302,0.09270541,-0.15231347,-0.108665764,0.11590904,0.17882437,-0.05666498,-0.02180168,0.09801632,-0.18965164,-0.10511584,-0.039027926,0.043532275,-0.080972925,-0.016807482,0.094558135,0.12492567,-0.13699365,-0.13834473,-0.07218465,0.017740108,0.10370659,-0.047832005,-0.028146788,0.033871688,-0.016848944,0.077018544,0.047736324,-0.04517639,0.024962375,0.07630041,-0.03777403,0.052444667,-0.06901049,0.013538845,0.094299555,-0.0023476072,-0.058096968,-0.028756492,0.18306515,0.020541891,0.044071283,0.11350031,-0.14348483,0.014558062,-0.20439935,-0.0931814,0.013105573,0.05054997,0.017169587,0.24543545,-0.12389359,0.16577795,-0.10994935,0.25664073,0.10101427,0.07006416,0.15678212,-0.08463187,-0.03816265,0.028218755,0.033468947,0.11538939,-0.014175579,0.106196456,-0.06972562,0.07194201,0.096313246,-0.11372638,-0.09260063,0.006526964,0.02370013,-0.08580977,0.07978454,-0.028085228,-0.00076606125,-0.15704103,-0.053643554,-0.057986014,0.081638366,-0.049608033,0.06300211,0.11338635,-0.012033256,-0.092043035,0.06635651,0.013650611,0.08535648,-0.050258372,0.009319358,-0.08981994,-0.07074451,0.10750559,-0.1418347,-0.074235216,-0.035397023,0.19766447,-0.095663965,-0.12647167,-0.07174964,0.025558539,0.08427024,0.05055593,0.04250778,-0.06697806,0.027687468,-0.10685309,-0.05875777,-0.0086459,0.030959565,-0.13687491
LUNG1-125,0.022222776,0.022297185,-0.0068119,-0.020530075,0.057198577,-0.017283972,0.022158366,-0.15389985,0.04199829,0.19989042,0.05277746,0.04337611,-0.19898413,-0.039323002,-0.03160823,0.039360154,-0.040486094,0.010537082,0.007561555,-0.03651832,-0.03860005,0.15948468,0.1110731,-0.0055322107,0.0038465038,0.06504585,-0.076912925,-0.022464417,-0.054436497,0.07154744,0.014211617,-0.08177525,0.078312345,0.10836946,-0.02210987,-0.0019025989,0.008589424,0.020824408,-0.018004531,0.03663584,-0.12121922,-0.029833304,-0.037248954,-0.030213635,-0.012993958,-0.044172995,-0.04600188,0.14815938,-0.0429058,0.06377078,0.07527861,0.045945004,0.10480694,-0.09386046,-0.041159905,-0.0366727,0.066519015,0.00948697,-0.04338482,0.10418799,-0.08912024,0.07396349,-0.052366354,-0.08337583,0.060524873,0.049715772,0.014536295,0.08634965,-0.094143175,0.13159883,-0.11256707,0.15011609,0.047020648,0.019561576,0.059088964,-0.115707815,0.028213348,-0.015578993,0.072077,0.006623052,0.01703206,0.07539527,-0.05481282,0.14420614,0.10187816,-0.08508665,-0.09252921,-0.04159649,0.107395634,-0.19556281,0.13165787,-0.0062713753,0.050132677,-0.09882869,0.019627623,-0.10709714,0.018530674,-0.044551972,0.06591646,0.07868307,0.010976343,-0.06397052,-0.006595798,0.08243985,0.13637048,0.012989666,0.053201504,-0.037187293,-0.090538576,0.1616866,-0.13225733,-0.085928075,0.052882083,0.098952085,0.030487906,-0.053093996,-0.10930629,0.0682238,0.013858625,0.07582171,0.05842732,0.0064738393,-0.06561123,-0.05292792,0.011401515,0.034172572,0.13384444,-0.041189592
LUNG1-126,0.05286619,0.1990214,-0.022023635,-0.13539657,0.14683011,-0.072074905,0.021328714,-0.20070806,0.065662265,0.2670014,0.06684364,-0.0007103309,-0.25222403,0.0025658198,0.021117441,-0.0439642,-0.027992913,0.057018943,0.041403875,-0.047701128,-0.030937636,0.18819964,0.10411348,-0.032789174,0.063063905,0.11805346,-0.20000313,-0.120571114,-0.050301615,0.005030403,-0.08801088,-0.049819596,0.15437864,0.10357793,0.0009027906,-0.13713723,0.06731869,0.009963508,0.07551563,-0.01987568,-0.08282384,-0.037085284,0.00042809546,-0.04115677,0.009849858,-0.03068113,-0.06744794,0.23805708,-0.0038980395,0.13608383,-0.0029791892,0.024969703,0.13214764,-0.18351524,-0.03790114,0.050313577,0.12415783,-0.021117924,-0.03611166,0.08059141,-0.12129773,-0.054122843,-0.026842518,-0.116017565,0.11217101,0.07388456,0.0369131,0.09404744,-0.15353234,0.17387128,-0.001976911,0.1485793,0.06768495,0.0679315,0.012677938,-0.11749366,-0.0834742,0.03355752,0.010183251,0.039548516,0.0013157353,0.10859363,-0.090262674,0.1249104,0.07220794,-0.21711384,-0.15292984,-0.04125313,0.13345306,-0.16618216,0.17727731,0.011340659,0.017528195,-0.13032842,-0.03547561,-0.031407595,0.04256969,-0.0009647338,0.06816886,0.121690825,-0.06658665,0.07118313,-0.0039342456,0.05998954,0.090673506,0.05567629,0.06677051,-0.07611527,-0.13245292,0.05784825,-0.1660048,-0.014032394,-0.0120661445,0.15566206,-0.090919174,-0.002483137,-0.11485255,0.017604165,0.07184309,0.13963944,0.018894928,-0.016636647,-0.040849224,0.08914591,0.005538184,-0.02169884,0.06616482,-0.19989774
LUNG1-127,0.028864514,0.09331682,-0.037706133,-0.025693566,0.0746373,-0.033134554,0.02515458,-0.19800386,-0.007950002,0.211323,0.0028049313,0.026087001,-0.1948019,-0.017596453,0.0054945275,0.039083254,0.00557468,-0.019884273,-0.0554891,-0.07095671,-0.09540439,0.12578748,0.14635248,0.0058195274,0.017726466,0.06971111,-0.09268843,-0.05053535,-0.07814057,0.03974741,-0.0036226697,-0.109736264,0.07720755,0.15604179,-0.0016527586,-0.011343107,-0.058864124,-0.0057779495,-0.027136583,0.0012048148,-0.13560903,-0.045064513,-0.022740293,-0.014269996,-0.024440514,-0.086252384,-0.008196423,0.11632195,-0.04536274,0.04796855,0.064320765,0.016526017,0.09096315,-0.103632376,0.013456296,-0.043488096,0.048629407,-0.001391571,-0.047767468,0.11476402,-0.079186454,0.05800177,-0.08020895,-0.106149405,0.056066133,0.057332613,0.015870173,0.14258587,-0.06321277,0.14239253,-0.12914348,0.16653809,0.029787492,0.044025708,0.07431868,-0.12858945,-0.05267612,-0.013956297,0.048404466,0.009906199,0.012352787,0.014284575,-0.045177694,0.07750494,0.0715906,-0.0893132,-0.14421222,-0.054301385,0.107904896,-0.15694235,0.14696234,-0.013044954,0.049286984,-0.104990736,-0.009478752,-0.089313775,0.06838807,-0.045092937,0.020873077,0.06529597,0.026215777,-0.050859492,0.027446467,0.05755163,0.13985702,-0.012294732,0.047691107,-0.06325801,-0.07532378,0.056787618,-0.1844419,-0.05545442,0.03583508,0.12518838,0.030036144,-0.09838604,-0.08285255,0.036277518,0.03116303,0.05790927,0.03924602,-0.016958304,-0.0717099,-0.0061228555,0.013109729,0.06554786,0.10038781,-0.1569471
LUNG1-129,0.047199115,0.07499494,-0.020142421,-0.022391021,0.1010261,-0.0831774,0.09128701,-0.16889597,0.08958479,0.18789335,0.1229531,0.014957719,-0.1750663,-0.02003704,0.004011981,-0.091724515,-0.022745576,-0.06470159,0.12221484,-0.04165921,0.023321804,0.09669027,0.10312134,0.11589374,0.113405205,0.08097567,-0.069919586,-0.09124156,-0.027076028,0.13282134,-0.06987409,-0.032459214,0.09938539,0.086865306,0.03505934,-0.025834307,0.1186472,0.090391375,0.0018265117,0.0015651081,-0.12955122,-0.03858811,-0.025426444,-0.014065983,0.042616524,-0.017484346,-0.08535296,0.22723106,-0.048624024,0.18191263,-0.016758375,0.022033073,0.11419766,-0.11900379,-0.11240013,0.060920417,0.12387699,-0.0022521988,0.01261488,0.10107615,-0.025791038,-0.009507537,-0.0037292396,-0.061411172,0.17621174,0.080258965,-4.8168004e-05,0.022013415,-0.15130942,0.1435528,-0.06174191,0.107334316,0.07901469,0.06264234,0.019080266,-0.12965697,0.06512327,-0.017241891,0.03584975,-0.069445975,0.08687916,0.11290873,0.031736158,0.14939341,0.115488864,-0.22701897,0.013160311,-0.0898005,0.092412,-0.16855629,0.046947636,0.0701164,0.051088467,-0.15110067,0.08203994,-0.015693678,-0.08510109,-0.09978238,0.11761113,0.017591164,-0.05563879,-0.038379088,-0.005091559,0.143484,0.136165,0.031781442,0.038329206,-0.089612395,-0.23925266,0.07910833,-0.082215756,-0.07588872,0.07434028,0.20460114,-0.09075237,-0.07489252,-0.06135098,0.11169982,0.07041825,0.13089141,-0.038256533,0.06309858,-0.12207709,0.10501985,0.021981824,0.043604042,0.052122,-0.07783904
LUNG1-130,-0.023370901,0.06314689,-0.0140334545,0.033524204,-0.0049606096,-0.016532883,0.015076395,-0.13934527,0.020057743,0.11790351,0.036344122,-0.017543562,-0.1032968,0.044271663,-0.0155741945,-0.0040408066,-0.0045014364,-0.0008704532,0.029317878,-0.048867315,-0.0798731,0.084237605,0.09309262,0.0066050757,0.057002522,0.038458697,-0.042943053,-0.010581329,-0.037955817,0.021622427,0.0038012601,-0.07731754,0.06895526,0.11602852,-0.055501558,0.014220163,-0.062980816,0.03646935,0.005344907,0.0048228195,-0.08451936,-0.07097259,-0.049518585,-0.0017410684,-0.044671558,-0.024631016,-0.028653495,0.07863005,-0.05550377,0.10134231,0.04853994,0.06745291,0.070778534,-0.07059034,-0.026994346,-0.06362052,0.07564545,-0.061279178,-0.016813375,0.10207428,-0.045817185,0.035991237,-0.038960878,-0.10027762,0.033371136,0.06277972,-0.00836904,0.078881316,-0.09045781,0.093105674,-0.057856333,0.14943516,-0.018096477,0.031001888,0.02426247,-0.104871765,0.039305393,0.027942047,0.03655816,-0.009158418,0.035357077,0.043367147,-0.060225204,0.08855026,0.074340045,-0.051304504,-0.10556703,-0.028245997,0.113588236,-0.12095574,0.11182493,-0.039281525,0.08349409,-0.12560974,0.04529094,-0.066245,0.014017345,-0.041631006,0.019057006,0.0932631,0.0041136257,-0.05015416,0.03549041,0.04921004,0.12665184,0.017508224,0.046397753,-0.050485376,-0.06860481,0.099270895,-0.14248529,-0.11688998,0.026284344,0.1177787,0.010476913,-0.076403305,-0.10443704,0.079231225,0.010640802,0.061030015,0.036564928,-0.026577592,-0.039223447,-0.04608041,-0.027588919,0.05159729,0.0853508,-0.13037162
LUNG1-131,-0.045791436,0.07436104,-0.024933897,0.0030621365,0.13727632,-0.021710627,-0.028475873,-0.20034006,-0.00030697323,0.21161103,0.050964423,-0.026552048,-0.23059934,-0.037755325,-0.08151881,0.023935817,-0.019550078,-0.0345258,0.12949763,-0.05053512,-0.0533911,0.09346265,0.12465114,0.041425854,0.053432815,0.072382554,-0.06473795,-0.15224215,-0.033950467,0.13076869,-0.016076174,-0.1257864,0.13349804,0.2096188,-0.016238093,-0.109920286,-0.040418826,0.016516834,0.061219215,-0.011076689,-0.13549417,-0.07350955,-0.03558403,0.08890142,0.020604871,-0.03834744,-0.057075106,0.15576595,-0.08880992,0.15425362,-0.039359584,-0.036866978,0.13072619,-0.06974473,-0.067347236,0.0020670965,0.1813001,0.0736785,-0.024649072,0.03343563,-0.017862093,0.004411958,-0.026408326,-0.09306048,0.07642039,0.07649939,0.05149552,0.1531311,-0.15945049,0.12526613,-0.048032116,0.21221572,0.01022695,0.07595959,0.033388507,-0.047770333,0.022010572,-0.0424829,0.12331492,0.013588719,0.03541956,0.12531313,-0.023245554,0.067226425,0.120726444,-0.21772741,-0.12803712,-0.012123417,0.14682184,-0.2771238,0.0934077,-0.04728088,0.04813355,-0.14331315,0.056485675,-0.014691686,0.015237568,-0.07137491,0.110894695,0.114224225,0.047500208,-0.059392244,-0.044689618,0.081254296,0.18823393,-0.05664423,0.020955782,-0.096585065,-0.16794693,0.11447613,-0.050235573,-0.0061641186,0.062338334,0.10934852,-0.007457195,-0.04081706,-0.088503286,0.13458337,-0.07858032,0.16498014,-0.049010344,0.035536744,-0.009535433,0.0066134855,0.0016767643,0.028049894,0.068356186,-0.18894559
LUNG1-132,0.020825446,0.072100505,-0.0009690635,-0.023286678,0.097862385,-0.04341206,0.05184532,-0.18111967,0.071535565,0.19426161,0.098170385,-0.0016491488,-0.19664283,-0.04382263,-0.023712121,-0.0045006475,-0.028098332,-0.005251806,0.033206932,-0.04462316,-0.019123891,0.13577813,0.11430242,0.007842626,0.02134512,0.09080714,-0.084745534,-0.04119502,-0.04862172,0.06075681,-0.0032561468,-0.08342146,0.10056084,0.13191351,0.018189028,-0.056558877,0.049003396,0.07607512,-0.021322196,0.023594752,-0.1302789,-0.001956705,-0.019108078,-0.012727194,0.009607069,-0.04748007,-0.040020283,0.1544503,-0.011048347,0.074924655,0.056511663,0.031422853,0.11153827,-0.084485814,-0.042771395,0.011270367,0.062666975,0.012798764,-0.046070006,0.12431097,-0.07970518,0.046852164,-0.03300803,-0.11726449,0.0984019,0.030245818,0.053385682,0.071930856,-0.11558634,0.15331525,-0.08039164,0.11853923,0.052564632,0.03998123,0.073998384,-0.13010569,-0.029491,-0.01892446,0.020582704,-0.006747544,0.018801138,0.027285809,-0.06444132,0.16198671,0.08433235,-0.10447219,-0.081286326,-0.046093836,0.09528996,-0.18856853,0.102751724,0.02221489,0.01862843,-0.11813867,0.0068871286,-0.03461937,0.003538346,-0.07194632,0.06964049,0.04119498,-0.007554531,-0.0140791945,-0.005915936,0.11352749,0.13235922,0.0048840903,0.051046573,-0.05524651,-0.13730976,0.09517549,-0.11301541,-0.057191763,0.024936296,0.10387386,-0.019473497,-0.022925043,-0.12682605,0.06585446,0.03754297,0.10148687,0.03586197,0.026785128,-0.06994424,-0.00061048847,0.008177809,0.036684442,0.11646062,-0.053436562
LUNG1-133,0.025676403,0.0024986565,-0.028086102,-0.071723245,0.23140207,-0.12756711,-0.03713931,-0.113685705,0.11822421,0.017876118,0.09990157,0.008073613,-0.17378765,-0.061676204,-0.19784978,0.050823048,-0.04697919,-0.075727224,0.08479628,-0.117689,-0.048112582,0.15433475,0.1445334,0.03358003,0.078932926,0.1617041,-0.20590591,-0.0607977,-0.043748233,0.059929762,0.08164895,-0.020085428,0.10631714,0.16360846,0.0029580668,-0.12274746,-0.044444587,0.056630567,0.080513574,0.0021462757,-0.07661982,0.054224305,-0.042024035,0.14626592,0.07143045,-0.07201528,-0.04733054,0.17469117,-0.066509746,0.081728175,-0.023836732,0.07259143,0.11141066,-0.1321828,-0.051378854,-0.020260539,0.19724157,0.04724163,0.031097408,0.06779322,0.003075203,-0.10783436,-0.054631073,-0.045043625,0.005844444,0.08821097,0.15363875,0.101591736,-0.19105466,0.19411594,-0.092057034,0.22528419,0.09330855,0.13300881,0.13384232,-0.10615074,0.098955244,0.055512838,0.13947383,0.0034201965,0.0109927505,0.14765677,-0.03429993,0.06429985,0.15528417,-0.19707744,-0.0680832,-0.112688854,0.05848396,-0.26565158,0.15481216,0.03712032,0.077376,-0.0046114177,0.09669421,-0.11794938,0.046220336,-0.08027016,0.072820224,0.11155394,-0.09940287,-0.015278187,-0.052244432,0.044397213,0.09836415,0.013645548,0.03702695,-0.079256386,-0.11439893,0.17508005,0.013412654,-0.10071483,0.058559284,0.08975022,0.034821417,-0.107668646,-0.028981306,0.02465124,0.046289623,0.20988384,0.065166056,-0.044891242,-0.06688693,-0.062830284,-0.09829901,-0.019923635,0.09990298,-0.08801544
