patient_id,original_shape_LeastAxisLength,original_firstorder_10Percentile,original_firstorder_Minimum,original_gldm_DependenceVariance,wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,wavelet-LLH_gldm_DependenceVariance,wavelet-LHL_glszm_GrayLevelNonUniformity,wavelet-LHL_glszm_GrayLevelNonUniformityNormalized,wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis,wavelet-LHH_ngtdm_Busyness,wavelet-HLL_firstorder_Skewness,wavelet-HLH_firstorder_Median,wavelet-HLH_firstorder_Skewness,wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis
LUNG1-011,108.46777767511044,-30.83449978712969,-102.48431507086464,53.03723744028379,0.2759624328622438,26.939531994984748,511.0381978452498,0.2502635640770077,4321247521.813953,97655.02768520793,-0.6620805554597432,-0.0029770684076537,0.1622553657184372,279317821.5144739,0.666802684705804
LUNG1-012,110.4674367242776,-69.73444031042739,-100.68689511350074,46.7407483929715,0.3450820960894858,27.129565260313303,827.3380920009064,0.1874774738275337,6991222023.540541,30199.487138897995,-0.3927775524318639,-0.004321412888679,0.0681215218359983,88911933.04048634,5.72308071348338
LUNG1-013,97.20246152764746,-43.008711136283786,-86.13401381057551,56.11794021861095,0.2983606557377049,24.36161179155601,2091.8877540803046,0.2094610748052773,16942153324.368422,106511.59769471784,-1.3862035581888077,-0.0021728911196537,0.2450163257962246,924296320.97605,2.031746776612414
LUNG1-014,96.27948826067632,-32.30403539246943,-78.81726479341809,55.71127678135912,0.2544714613043329,28.701705289478763,311.3990692262944,0.181151290998426,700697466.0714285,53161.19825520242,-0.8750270040075787,0.0009402907241152,0.1473055450932029,38923065.71951291,1.5786603234534111
LUNG1-015,92.22752164653092,-49.31014885962446,-77.17490197212572,56.66590968276631,0.3069049454338918,24.15753972614997,1100.48398979881,0.1559200892319084,30453350528.45264,488888.093907237,-0.9968225084212764,0.0010256954499875,0.3062532067548358,1445369963.453811,7.280124862846407
LUNG1-016,106.17685387630536,-34.76542924884223,-87.86856560640068,57.64936230544426,0.3226487482853223,27.72000356031468,679.1526341703594,0.1671966110709895,10451242558.208334,8844.696956816937,-0.5418363372887878,-0.0021063043232855,0.1027234909042281,81797027.0539111,0.9584249796127836
LUNG1-017,113.0147417089676,-42.2322861131544,-107.3257537981612,55.32100219330691,0.251641387847656,27.387138052678587,538.2496772527757,0.1389748714827719,18363156290.97647,16001.99209238753,-0.0254344296353018,0.0001014376069645,-0.0751803540270327,992195233.0237832,1.872666244104736
LUNG1-018,112.44916250396172,10.17540098960452,-64.93550936744778,57.88011086272074,0.3323420266409637,26.169296562719897,848.556754326815,0.1907297717075331,20440306740.67692,14523.091502674872,-0.73364637158381,0.000453457318455,0.1424724487516854,585236766.7616434,0.6146377418940263
LUNG1-019,123.79196540819729,-82.105342012622,-95.31445831567838,55.16889949920092,0.2570189053592873,21.852045555472348,397.9656192236599,0.147122225221316,29538276443.17308,284771.19470469246,-1.1058997732447031,0.0005645605470457,0.3475863803215421,1564930287.916224,9.193673631967012
LUNG1-020,115.80635713457796,-35.99703244688897,-89.98106016485526,49.64865648472649,0.3000992699067225,25.797150043162304,749.9181787059226,0.1283666858449028,3331140315.698413,24780.95892023357,-0.7917692184886189,-0.0038387874290589,0.1849504932700276,38491208.07642973,1.348898792792956
LUNG1-021,96.97273960478744,-50.65064365663297,-113.4227212693114,51.40516656105181,0.2084927721088435,27.12812889993341,181.06896551724137,0.1274236210536533,8477729210.369565,3435.37388048846,0.0052582459456483,0.0008737359977553,0.0668244690304778,310700310.7785086,1.7747378089799473
LUNG1-022,116.55124903676764,-48.21942376192447,-85.5197918452174,49.78048317723773,0.2897049947185755,25.99605384063474,366.90935114503816,0.1750521713478235,5704363777.119047,109364.10223129498,-0.3128411175334705,-0.0002848495066111,0.0346077825202668,326784586.281185,2.582659935506861
LUNG1-023,117.77045521997177,-57.30976554936312,-87.09240589384109,62.53299937411207,0.3152183179366358,27.37916065027392,510.38337801608577,0.1710400060375622,6370222859.933333,121620.17518224748,-0.3393116742442317,-0.0030774971565877,0.1086483016182909,212589094.6113812,4.971670014349836
LUNG1-024,111.88493221194682,55.50404998733107,-103.04317182338272,52.49597027631789,0.2597460750477056,26.287283558178206,365.9037656903766,0.2551630165204857,18030983239.13333,8969.351304755335,-0.2578857853879817,-0.0038693342288967,0.0311057541421631,549700862.3102281,1.0797468036597369
LUNG1-025,93.56307344441618,-24.604574759457726,-77.9895486739059,55.54993010755934,0.2965761772853185,25.822523632741664,420.99770114942527,0.1613018012066763,7412349367.930233,12914.034071173164,-0.8958748005160082,-0.0001891078904979,0.2094014271945066,53825984.02086489,1.97228446674095
LUNG1-026,96.69122044726603,-2.8357947321753985,-80.66901251546494,56.05026485847539,0.2665195261474708,27.675342083240388,159.91741293532337,0.1591218039157446,990356430.414634,54119.13769069709,-0.0974968379970295,-0.0009369435105363,-0.3126112335200064,163664804.86834508,3.535809868707641
LUNG1-027,90.99881792263682,-47.43456375726485,-96.75616999000292,56.18549354296873,0.300275594552035,25.563013491776616,1204.618332801022,0.1923695836475602,18178140564.809525,445232.0543370571,-1.3667753474879674,-0.0025614558615821,0.3998196675907027,984172068.6441612,1.5433646816026831
LUNG1-028,104.64012974125636,-19.080725445394883,-107.10711547053124,59.53124044129628,0.2860724260535522,26.13782613583625,493.2475532527346,0.1419826002454619,7734679254.515152,8325.301957059482,-0.8872287569733938,-0.0036907536424898,0.1530720642600109,144955870.61379692,0.5674895329562057
LUNG1-029,95.8580452236436,-4.80409883384205,-67.6548229805328,52.26869060354017,0.2943876300837101,24.554510178527742,1042.0407576526295,0.1762287768734364,9804995618.608696,62627.28739953576,-0.6969959441111475,0.0003897361923477,0.1708168648796686,433077322.9958199,0.9846047827677432
LUNG1-030,99.03122032783642,-24.45594840059623,-83.12214527136963,53.76443078834598,0.2544968955441928,29.565887388611955,201.57142857142856,0.1523593564409891,1708988879.0416667,3735.944147525056,-0.9636209222819424,-0.004088736518409,0.6249551789424745,30359886.616972134,1.1759652715974789
LUNG1-031,105.93131588589448,-51.32380694109639,-65.87392254595797,50.22681976328119,0.2561409550045914,24.75354644427488,234.74106540795685,0.1582879739770444,4097570925.125,72014.4870223687,-0.1349706855772499,0.0016738712796069,0.0753714710888802,511686204.208083,9.871578192392857
LUNG1-032,119.3098619098549,-31.7058395626682,-64.72004008723732,52.88363608729743,0.2874781768187364,24.39492498049684,778.1067242442937,0.1600054954234615,22351231428.2,64196.96554366494,-1.0715953695279274,-0.0005476062632178,0.373366885083072,1288816657.962942,3.295783679778108
LUNG1-033,100.79684744141704,-31.25302487902628,-78.33127227164053,55.917384979323245,0.2695237428739078,28.8528742552832,253.66626865671645,0.151442548451771,1446301600.0735295,18218.186529812097,-0.6256311114111546,-0.0036827975007721,0.1446996622258942,59672464.94874874,2.155925842128592
LUNG1-034,96.6669790973028,-2.4228185314194466,-73.9124665299271,56.82247815982928,0.2990495875877316,27.59017409557704,299.5572519083969,0.163335469960958,1701588189.825,60933.95357110055,-0.5970965326344172,-0.0024856840975679,0.2055656562441279,58654651.863859065,0.8677862074884716
LUNG1-035,105.57933510057514,29.69526326627264,-91.35601199062684,47.72398605860912,0.2349721648839682,27.93793942536999,168.50631458094145,0.1934630477393128,6128698175.278688,134142.7477213202,-1.3697363245066343,0.0001435967731377,0.2517806719611846,1506063907.9256265,3.270304148234117
LUNG1-036,109.07850934144324,-36.02809661664622,-64.23215788999428,56.13526182296077,0.285528876902224,24.284371887979628,1433.1420549084858,0.1490372353274215,15011472325.55,101566.8919104051,-0.8339303659387451,8.562697918619577e-05,0.3286906820745123,923409522.0423003,4.552937404294364
LUNG1-037,112.91487634482952,-53.33933627973055,-87.96782349175513,51.376828661439816,0.2605133056640625,27.224992441637667,222.4030874785592,0.1907402122457626,7753218099.689655,136260.5746790364,-0.2690923605307651,0.0010480674555309,0.1477541583042103,1620290660.3939278,4.208456051541744
LUNG1-038,105.5629578936838,-51.013794389659786,-195.3525268009709,55.64158544164805,0.165221413574666,31.133710186107848,227.62055335968373,0.0899685981658829,3071231144.865672,1179.8866427946398,0.1949558689916744,-0.0008773986702203,-0.0901268977457069,129473356.03357232,0.6478858033178413
LUNG1-039,102.96196686953158,-57.477110231207554,-93.8007041608684,59.3564677147749,0.2612818280277771,26.092335637553745,349.15987780040734,0.1777799785134456,4591856587.472222,87043.94477960603,-0.5723039086771219,-0.0043194461276328,0.1878687067809147,94445799.90175182,2.8695038207651264
LUNG1-040,92.65074278349844,26.6039898545187,-86.98826449451872,56.00917198101662,0.243504760592965,28.430244295108096,136.32075471698113,0.2143408093034294,1907299815.107143,67268.74208982791,-0.5873976207376735,-0.00149005819701,0.3246892139730256,335883751.2905516,1.2408622851902371
LUNG1-041,108.34934917118638,-48.95416455556951,-78.45538355318864,55.75472276582089,0.2661518399972903,27.3590743383304,215.07704160246533,0.1656987993855665,5410635676.983606,121898.86240824463,-0.1384204597609956,-7.797339921363178e-05,0.1328922209485719,1045065204.6575516,4.057399829319115
LUNG1-042,108.5273947123424,-48.191593912396655,-83.42366220610114,58.57555166112553,0.2750226272588246,27.19206300755891,230.24208860759487,0.1821535511136036,2157673707.56,76479.22161968626,-1.074548522083584,-0.0016496144319786,0.1144739989291128,159276200.62643245,3.403301214259817
LUNG1-043,105.6732358408557,-33.591506435310414,-79.01888132263201,54.34826747563358,0.2517672973157571,26.90196866825162,341.5562372188139,0.1746197531793527,2397531922.311476,93760.3229478478,-1.0277519391672978,-0.0017964328817007,0.2624585252674503,162848123.84388793,2.1739603660103946
LUNG1-044,108.06273310949544,27.680593016653056,-77.19581834328658,50.39499155934432,0.2522499764351023,26.89020354820237,257.78401031592523,0.1662050356646842,5058940017.955556,145503.87188817293,-0.5721895719700606,0.0004401952187904,0.1840919554719386,1684298023.1273415,1.1591962111111032
LUNG1-045,85.98415960967613,1.2967603230453972,-85.98137305436093,59.21000118722929,0.3142451391800124,26.537091719072382,1091.3826397919377,0.1774028998361407,7063297249.865546,244947.35426161368,-1.0476886074935077,-0.0020408776795532,0.2186485587341782,559391376.8895664,0.4913763074183084
LUNG1-046,102.29438732234354,-49.569943818668754,-102.4697700496631,53.52144944848203,0.3210776406035665,28.471899395102177,379.9024495058015,0.1632584656234643,1556408749.8474576,16748.199786977697,-0.8059701499798206,-0.0024588530426244,0.2909186946485271,43850061.746516354,1.5550676211953176
LUNG1-047,113.64081445512213,-56.92885902632449,-77.0966110804223,49.94901828309741,0.253976,25.748728631532607,183.0408958130477,0.1782287203632402,12095466742.101694,177838.5133043948,-0.4805852262900762,-0.0002320484692452,0.1241535238694401,2511196441.203092,7.488913758627038
LUNG1-048,112.70309900606055,-48.15597582667285,-76.77004931219362,53.55425052756071,0.2776649075474234,26.904051583596832,661.9076647243388,0.1483432686518016,5081736513.361702,195064.95697895205,-0.9465128463470822,0.0008755088107422,0.2750925549755746,180240994.32354307,5.790930567448241
LUNG1-049,92.47012625903145,-40.60688561926482,-99.08486680366748,52.33181734677485,0.291483722953997,24.640839335933507,1540.1665024630545,0.1896756776432333,20479621848.33333,110555.96644118616,-1.1140029369606257,-0.0028687921208763,0.3273234528016566,1340323669.9830515,2.234495885789955
LUNG1-050,11.682217950539965,132.6504470409891,84.95697966141118,36.940259556393386,0.3090277777777778,33.478312858931005,13.947368421052632,0.1835180055401662,5688198.875,1297.8681790400658,-0.9489344562912206,-0.0354287257168761,0.3457976088562018,345566.8505050505,0.9379747038620287
LUNG1-051,87.4725990863044,-27.52930422215901,-69.7957366261386,51.34179264378453,0.3381677572873289,26.62410931131617,308.1041355256602,0.1535147660815446,1618805652.1538465,50769.382607384,-0.9393685182292284,-0.0026735277041531,0.2954491923180287,96356444.34602197,1.2959249984983727
LUNG1-052,110.70226087883174,-0.956111840019068,-80.14439200314483,49.7276314845337,0.2486847699011584,26.957920808519624,154.61372299872934,0.1964596226159204,4841075683.630435,110345.41536063731,0.1341392216963474,0.0001505417348678,-0.0668519819332255,1207643924.6726222,2.735116943025975
LUNG1-053,104.28445974998522,2.3366855085044804,-64.61585594861572,50.31642111311783,0.2824457908163265,25.296091674907743,403.7431289640592,0.213394888458805,5422949977.12766,111473.58178571338,-1.083079175318021,-0.0014203391618689,0.2687562517963809,831591366.3402883,0.8694633450047777
LUNG1-054,120.8285876239617,-52.31949095073118,-72.58705425081847,52.0333222934091,0.2720255860692132,25.302953700325865,395.6758845058967,0.1609092657608364,22906159059.94916,245601.1117108572,-0.292982130783289,0.0017055453398786,0.1539196511840747,1777566578.337683,6.438431453321306
LUNG1-055,110.5305115272008,128.9342182865339,-86.49554030119694,51.95852009738444,0.2502643928878313,27.24388029525803,203.79901558654635,0.1671854106534424,9871777752.309525,138406.183077241,-0.7329637864597599,0.0012378393547359,0.1557840147292572,2241271787.6864567,1.3499723836644195
LUNG1-056,95.07069939991725,21.12227285989146,-56.9307078636653,51.99236272293102,0.2427376033057851,26.13850846152872,357.1950549450549,0.1635508493338163,4026117872.2933335,126768.78153001756,-0.5379752230573698,0.0009183420191728,0.2979401739099683,1673504273.13014,5.371288325660947
LUNG1-057,115.37457441796369,136.85259742774386,-72.29634826898325,48.26884721913108,0.2628450342058062,25.617813795067303,288.3777526821005,0.1628332877933938,6317050986.316667,136975.34828989036,-0.9308118770195444,0.0008160631496939,0.1826169706046034,1623360238.7243395,1.6606481167563372
LUNG1-058,138.1392802683359,-57.26184602334009,-81.1430535939009,51.723490787312365,0.2310104085984997,26.730265050528,192.2182680901542,0.1140084626869242,18420270551.03773,218089.45545601603,-0.6840199076576563,-5.90088354096304e-05,0.0683094002004969,135401670.20915866,35.050583515162586
LUNG1-059,118.71744721951784,-27.43110718984641,-67.89380336118808,58.67760424554783,0.2550082145825115,26.85149177589797,536.4223130841121,0.1566653951764346,9326485378.384,52111.97239607471,-1.134252450077492,0.0007676365863782,0.2232606888472575,1376818064.9083009,1.9575865615047912
LUNG1-060,110.48090837987291,-60.28485904831915,-72.8202624881042,52.918397601303376,0.2365999344413553,26.251033915433645,362.27921009325286,0.1987269391625084,8464567007.84058,176602.54355423665,-1.177713896323502,-4.2550195073848274e-05,0.3388870775817948,1620017909.4027596,9.5495865200829
LUNG1-061,115.4819359768626,123.76692855857704,-85.22763007365593,48.23383230529636,0.2294968022428616,26.610990294291057,173.04575163398692,0.1885029974226437,9125667096.296877,160529.15287213447,-1.0725817587877735,0.0001147593875123,0.239643949888865,3161179879.465431,3.114691541255504
LUNG1-062,106.89935725329308,174.04198230080306,-63.40847562065121,51.90314868312935,0.2944964799510254,26.69341174884538,323.74621441550573,0.1960909838979441,13946135649.85,18939.3314360258,-0.6611396037959182,0.0001253254273718,0.0550290706630862,1735907697.429629,0.2957568343786181
LUNG1-063,82.20878534691688,-10.276236386998525,-78.8330460873065,57.74359511879098,0.3005194414613035,26.231637773556947,628.9269085002707,0.1702563368977452,6211395158.325301,201404.7049383104,-1.4026380655784376,-0.0010691049947059,0.1771552913631622,798395570.9360076,1.147699244424916
LUNG1-064,90.64466419114645,-31.21615915530788,-76.26758094240543,54.29659498730725,0.2299816454194708,29.41511003339557,134.83703703703705,0.1664654778235025,1191495854.4358974,43665.04182898294,-0.8662808505873316,-0.0046619254186339,0.2593099168379165,126325862.36404988,2.0693793162223573
LUNG1-065,101.13842730531236,-55.38473737934718,-79.79792173986186,58.95475926404552,0.2615948991178269,28.669173429422635,232.5318021201413,0.2054167863252132,3692905511.3703694,110468.46074599808,-0.1886298593661161,0.0003017325588172,0.0550368467615634,127671401.1829796,18.395705311608133
LUNG1-066,97.56349001472788,-0.8494159435546219,-74.93120206786796,53.86875619045292,0.2366256925207756,27.26091432453284,149.69039913700107,0.1614783162211446,1689661880.5,58745.17238498875,-0.8872635895300749,0.0008550182635806,0.285526070748717,371920136.9843478,1.1430648793098428
LUNG1-067,28.60687201392316,133.03703991048744,4.476641488225727,68.2912501949932,0.5353535353535354,28.059314839186943,31.471698113207548,0.2969028123887504,125619165.5,6864.739901896392,-0.6129737418097442,0.004283287916465,0.1607575677925163,65911619.84306096,0.5945588450277034
LUNG1-068,123.37059184118274,-48.54024730407036,-84.28920905697643,52.01080193920829,0.2797111840059895,26.95675436746361,315.77453896490186,0.1878492200861997,9683198160.170732,183096.09973144904,-0.8586662226741348,7.683354053705273e-05,0.1386712018413521,1677501366.581808,2.8356031723946806
LUNG1-069,109.5461014537468,-46.83515636835319,-75.30896868874935,55.10971097386394,0.266878994829723,26.41584092522632,354.98371461806903,0.1376439374246099,8482166037.015625,165709.7554926961,-0.1899044242061096,6.405137124073508e-08,0.1755023889141082,609479250.1997106,5.78938827737383
LUNG1-070,117.7569531414216,-6.612870490502029,-66.44084495601875,55.77791238574959,0.2679952155154,25.35777443913128,467.9276197335254,0.1685011234186263,12713965284.810345,181334.61928502703,-0.7875630904715778,-0.0009562255795699,0.2072103748001696,2603102549.1297703,3.4597236132264566
LUNG1-071,101.63627393577518,-38.22346803301251,-181.3918367752727,49.20194857638245,0.1712199626011592,29.62338377083799,202.1927927927928,0.1214371127884641,11371801968.405064,1514.2700230217013,0.4290492844925397,0.0002753419067103,-0.9009311157689698,233008218.3854921,0.4361345137914639
LUNG1-072,102.23909169702492,-19.691230370160536,-85.90241934766304,52.72463265025498,0.2422117202268431,26.309904170506,2319.5881649731023,0.3466210647001049,10425748039.4717,168463.65554045304,-0.3766159581824355,0.0002885144215974,0.1452012543670069,1609756591.159686,4.226759453511331
LUNG1-073,121.04285769819532,55.33932206896605,-85.16024714571533,49.2718269289888,0.2438781756963575,27.487583885920444,151.5580182529335,0.1975984592606695,6488006598.203125,140559.15483259468,-1.1318211828364613,7.070914526900729e-05,0.1788521196114685,2856766819.927431,3.9828765003683606
LUNG1-074,117.66002956753324,126.92855015793376,-83.23488892233792,50.64622304953533,0.2487933466993391,27.481668051019053,146.73435504469987,0.1874001980136652,4547000545.574074,112915.336725907,-1.1089596009609564,0.0009771918220689,0.1351190765212933,1642310232.8243928,1.190291277859639
LUNG1-075,116.3001355557636,-56.08617560499309,-86.78130652847294,54.27813177234353,0.1863239681798356,28.065093717672635,153.93466424682396,0.1396866281731615,22249302806.939392,14812.628935192855,-2.8052621660872537,0.0002577785943222,0.4361454215398773,132104066.61796084,15.66115429593131
LUNG1-076,100.91201532919771,145.3089986650336,-76.71471786253629,48.82421865024365,0.2624178379746018,27.24839123182743,196.8474114441417,0.1787896561708825,4713185559.616438,121555.20035295616,-0.954460453797843,0.0012815537117332,0.1640136788349239,1532515039.5929227,0.5677924380305268
LUNG1-077,90.66931717986112,-53.30524888606288,-80.29988748571368,60.00018664086304,0.287433360045494,26.79293226200361,597.0189753320683,0.1888105551334814,6329184385.0,217913.59523919216,-0.7950016601253777,0.0004791697041144,0.176566769695625,299663448.9654902,7.865314554624246
LUNG1-078,106.61873019354232,-44.89444282670364,-68.82902068947037,53.45576119420976,0.2393771626297577,29.654194604102145,199.3161290322581,0.160738813735692,6566814302.209302,2379.019089608612,-0.3970025624493305,-0.0007637526986006,0.0668212928563752,139161301.70326546,7.760086194859451
LUNG1-079,123.10628313203443,-68.4295627669356,-92.38397762529615,52.87836907289661,0.2413020044056304,28.734187349429323,130.12359550561797,0.182757858856205,6675871530.121622,149275.54031303953,-0.3734455049159293,0.0019645788909392,0.031662739402944,560245176.6949219,11.941157600260642
LUNG1-080,103.67130678236214,-30.04323605395489,-78.06400431828592,51.56457440442732,0.2627848696060772,28.0338190661724,127.54802259887006,0.1801525742921893,1571029775.8484848,49867.67701234649,-0.8013697552450851,-0.0052041379638953,0.1878967916604648,127795898.03055193,2.38485534421844
LUNG1-081,102.76789956695744,-8.154594060880873,-76.36198238776771,52.29256874025383,0.2882433831184133,26.194485277096263,255.7328714395689,0.1968690311313078,10936690377.166666,160141.34092947186,-1.5015013825346724,-0.0002961080097123,0.3521026829884663,2377474492.870148,0.8383521622931943
LUNG1-082,109.78135067388192,-67.33701822618764,-94.50139190805494,51.49180189767187,0.2420068027210884,27.878779788238667,96.22661122661124,0.2000553247954495,8344342914.81132,135124.01319464983,-0.1354900350056633,0.0003847036306669,-0.0947473630699167,826501142.567847,6.550317364983695
LUNG1-083,103.97429988729712,-52.7758676177337,-81.63801165470112,53.01393235403427,0.2712168739859383,28.61596223696451,165.29228243021348,0.2714158989001863,3555951568.0,65931.28135330083,-0.8518540100553164,-0.0036797057315757,0.1083728539590817,305456866.9824336,2.818993018852692
LUNG1-084,104.51619185348363,-42.08333955253268,-72.72756640342125,57.88908683409625,0.2303650872113551,27.44011405704105,320.4837067209776,0.1631790767418419,13174327439.113209,165755.63548466278,0.0850467603105475,0.0015017664463611,0.3532691231705796,1255729113.3497322,4.6682466124903
LUNG1-085,82.09347999315074,-26.316005029282778,-70.04093784041834,49.475991568300735,0.2421278760811804,29.93844142802021,112.94961240310076,0.2188945976804278,630181159.24,28756.33932520861,-0.8343710389421536,0.0038799825907008,0.3100001244720733,60433045.39900662,1.23713697000545
LUNG1-086,92.9054189970486,-67.89984022573425,-96.58524275957612,54.41412775453505,0.2881409605501839,26.506096143700447,705.4161226227646,0.2002316555840944,12420666071.247423,304152.366345721,-1.040417522606382,-0.0016099311794079,0.2407534322218049,704482469.129775,4.68341481166083
LUNG1-087,95.9657584530346,-26.51460739697061,-65.40962443078602,51.031075791067295,0.2253634304916356,28.37218357800413,177.7876631079478,0.2108987699975656,866417314.6521739,43118.13421194069,-0.5110356007391088,0.0002004200877148,0.1334927498085878,97421448.96877085,2.0044710414391496
LUNG1-088,129.94477788383836,-46.54349644713376,-105.0714101095436,61.53863367375128,0.2887189861367287,27.1882443322369,601.0936238902341,0.1617147225962426,57640458856.57333,42894.5490592111,-0.1077726008867699,0.000485031569835,-0.0619040664886994,1891337043.779116,2.326888021930833
LUNG1-089,101.7631432085916,-6.583247675519044,-68.94176411327595,50.41371695614082,0.2597506710060822,26.87873112545985,423.6482309882066,0.1722847625002873,6843512891.118644,31406.75148969028,-1.173538993588892,0.0001526244682783,0.3700198577321096,1117316974.6223905,0.624776098897704
LUNG1-090,107.5170113676942,-40.58210941771146,-71.27816274333458,55.14555972013228,0.2867284958447852,24.472078334385337,1382.6844393592678,0.1582018809335546,21562798498.132866,493621.1663090061,-1.154042923160373,-0.0019862747592021,0.2554713376411556,1114595274.8074677,4.0552781903837865
LUNG1-091,82.54553257043057,-45.11796112669413,-79.48948487820925,52.32619292448206,0.2783156336529629,26.279732473932945,165.41676104190262,0.1873349502173302,2261115379.0625,92463.87636404108,-0.154327847214485,-0.0002027251392006,0.0678094944053392,866451817.66592,3.614309310159429
LUNG1-092,127.71041276788648,-53.574538689395695,-84.73402950258082,55.54012665949024,0.255977077898963,26.77117455458776,291.43580683156654,0.171634750784197,11800897475.766666,212024.3269109983,-0.3279764549886214,0.0001343620343797,0.0766940117631326,2580460883.2084007,4.187480232844865
LUNG1-093,123.16770415254034,-49.88026495523205,-87.44965281611886,55.74284558158063,0.2320845923227877,26.97760832245833,201.3577673167451,0.1354120829298891,36086103742.73333,32009.80095039996,0.2528597582578792,0.0007676108946073,-0.0301474134802106,876955139.0570085,8.370772625200773
LUNG1-094,102.3167970301394,156.1988489319607,-56.0605372628681,50.10739171335895,0.2682551019589275,26.408862133860456,248.2086956521739,0.2158336483931947,3311874200.132076,86308.39584790802,-1.3613006965069143,-0.0003123043145002,0.2299799143896062,1158046263.9285133,0.5429822428894915
LUNG1-095,114.79678111207728,-7.876482139346585,-74.99427730732351,55.19878193800592,0.2651436261063092,26.02840544868881,413.9540018399264,0.1904112243973902,9996702861.616438,193686.9005814817,-0.9146386921524694,8.880662517748994e-05,0.2416493973307269,2194203450.9143023,2.2196223109684547
LUNG1-096,138.56867526833193,-58.36992381748644,-85.41822502937494,53.93660424043337,0.2565860082304527,27.25321875868495,219.7520325203252,0.148883490867429,17913953501.19643,217065.59193189035,-0.6614205375641935,0.0009503642671051,0.1975204199359421,411556111.1543353,18.09970021941262
LUNG1-097,93.98760542140862,-49.89483585094641,-74.5389323908355,57.44766851794672,0.2801024,26.57491654039809,787.7015442798613,0.248251353381614,4672094021.133333,140298.97684829857,-0.1214174465383416,0.000149644472068,0.0786358581446169,411722605.9728631,3.5347330867698545
